,,,actor_behavior,actor_behavior,duration_hours
resume completeness subcases,phase decision suspended,continuation,1,1.0,0.0
subcase art. 33 WABO completed,submit decision,all,1,1.0,168.0
enter senddate party permitted,terminate on request,all,1,1.0,16.15361111111111
enter senddate party permitted,terminate on request,continuation,1,1.0,16.15361111111111
terminate on request,partly permit application,all,1,1.0,0.0011111111111111111
terminate on request,partly permit application,continuation,1,1.0,0.0011111111111111111
article 34  WABO applies,send letter in progress,all,1,1.0,0.0
article 34  WABO applies,send letter in progress,continuation,1,1.0,0.0
send letter in progress,grounds for refusal,all,1,1.0,0.0
send letter in progress,grounds for refusal,continuation,1,1.0,0.0
creating decision permanently suspended,extend procedure term,all,1,1.0,0.0013888888888888887
creating decision permanently suspended,extend procedure term,continuation,1,1.0,0.0013888888888888887
extend procedure term,decision permanently suspended,all,1,1.0,212.2811111111111
registrer date of publishing received request,set phase: phase permitting irrevocable,all,1,1.0,62.84861111111111
start WABOprocedure,cancel case,all,1,1.0,72.0
enter senddate procedure confirmation,enter senddate decision suspension,all,1,1.0,608.7294444444445
terminate on request,refusal after suspension,all,1,1.0,0.0
terminate on request,refusal after suspension,continuation,1,1.0,0.0
enter senddate procedure confirmation,enter senddate letter no permit or only notification required,all,1,1.0,408.0
registrer date of publishing received request,generating decision environmental permit,all,1,1.0,0.0
registrer date of publishing received request,generating decision environmental permit,continuation,1,1.0,0.0
suspend term,message terminate request,all,1,1.0,144.04055555555553
enter senddate confirmation request,suspend term,all,1,1.0,10.192499999999999
decision terminate on request,extend procedure term,all,1,1.0,0.005555555555555555
decision terminate on request,extend procedure term,continuation,1,1.0,0.005555555555555555
WAW permit aspect,stop process after terminate on request,all,1,1.0,0.0011111111111111111
WAW permit aspect,stop process after terminate on request,continuation,1,1.0,0.0011111111111111111
phase procedure aborted,multiple components selected,all,1,1.0,0.0030555555555555553
phase procedure aborted,multiple components selected,continuation,1,1.0,0.0030555555555555553
subcases completeness completed,ask stakeholders views,all,1,1.0,0.0002777777777777778
subcases completeness completed,ask stakeholders views,continuation,1,1.0,0.0002777777777777778
suspension ground applicable,refusal after suspension,all,1,1.0,0.0
suspension ground applicable,refusal after suspension,continuation,1,1.0,0.0
creating decision suspension art. 33 WABO,subcase art. 33 WABO completed,all,1,1.0,0.0
creating decision suspension art. 33 WABO,subcase art. 33 WABO completed,continuation,1,1.0,0.0
treat subcase suspension art. 33 WABO,send decision suspension,all,1,1.0,0.0
treat subcase suspension art. 33 WABO,send decision suspension,continuation,1,1.0,0.0
send decision suspension,no permit needed or only notification needed,all,1,1.0,0.0002777777777777778
send decision suspension,no permit needed or only notification needed,continuation,1,1.0,0.0002777777777777778
terminate on request,phase decision taken,all,1,1.0,0.0030555555555555553
terminate on request,phase decision taken,continuation,1,1.0,0.0030555555555555553
enter senddate decision environmental permit,regular procedure applies,all,1,1.0,10.615555555555554
registrer date of publishing received request,objection lodged against decision,all,1,1.0,1496.4055555555556
suspension ground applicable,enter senddate acknowledgement,all,1,1.0,2712.0
phase asked additional information,phase decision ready,all,1,1.0,0.0
phase asked additional information,phase decision ready,continuation,1,1.0,0.0
temporary permit,enter senddate procedure confirmation,all,1,1.0,108.01666666666667
extend procedure term,assessment of content completed,all,1,1.0,0.0019444444444444444
extend procedure term,assessment of content completed,continuation,1,1.0,0.0019444444444444444
registration date publication,publish,all,1,1.0,636.0291666666667
phase application received,receive additional information,all,1,1.0,0.0033333333333333335
phase application received,receive additional information,continuation,1,1.0,0.0033333333333333335
ask stakeholders views,send confirmation receipt additional data,all,1,1.0,0.0
ask stakeholders views,send confirmation receipt additional data,continuation,1,1.0,0.0
receive additional information,send procedure confirmation,all,1,1.0,0.0
receive additional information,send procedure confirmation,continuation,1,1.0,0.0
register number of days extension period,activities regular procedure,all,1,1.0,0.3025
register number of days extension period,activities regular procedure,continuation,1,1.0,0.3025
activities regular procedure,decision procedure term extension,all,1,1.0,91.55388888888889
activities regular procedure,decision procedure term extension,continuation,1,1.0,91.55388888888889
decision procedure term extension,regular procedure applies,all,1,1.0,0.0036111111111111114
decision procedure term extension,regular procedure applies,continuation,1,1.0,0.0036111111111111114
enter objectionterm,request complete,all,1,1.0,0.019444444444444445
enter objectionterm,request complete,continuation,1,1.0,0.019444444444444445
by law,copy decision to extend procedure to stakeholders,all,1,1.0,0.0013888888888888887
by law,copy decision to extend procedure to stakeholders,continuation,1,1.0,0.0013888888888888887
decision extension procedure term irrevocable,register date environmental permit decision,all,1,1.0,396.8430555555555
activities regular procedure,enter senddate decision environmental permit,all,1,1.0,467.6769444444444
inform BAG administrator,forward to the competent authority,all,1,1.0,0.0
inform BAG administrator,forward to the competent authority,continuation,1,1.0,0.0
enter senddate decision procedure term extension,reception through OLO,all,1,1.0,4234.800833333333
enter senddate procedure confirmation,no permit required for application,all,1,1.0,12.028055555555556
copy decision to extend procedure to stakeholders,decision procedure term extension,all,1,1.0,0.0
copy decision to extend procedure to stakeholders,decision procedure term extension,continuation,1,1.0,0.0
decision procedure term extension,procedure change,all,1,1.0,0.02611111111111111
decision procedure term extension,procedure change,continuation,1,1.0,0.02611111111111111
ask stakeholders views,MER present in supplement,all,1,1.0,0.0
ask stakeholders views,MER present in supplement,continuation,1,1.0,0.0
send procedure confirmation,enter date publication decision environmental permit,all,1,1.0,492.0558333333333
by law,transcript decision environmental permit to stakeholders,all,1,1.0,0.0
by law,transcript decision environmental permit to stakeholders,continuation,1,1.0,0.0
enter suspension term applicant,treat subcases completeness,all,1,1.0,5807.293055555555
send letter in progress,continuation term to decision,all,1,1.0,0.06527777777777778
send letter in progress,continuation term to decision,continuation,1,1.0,0.06527777777777778
date continuation term to decision,enter senddate continuation,all,1,1.0,0.005277777777777778
date continuation term to decision,enter senddate continuation,continuation,1,1.0,0.005277777777777778
send continuation letter,registration date publication,all,1,1.0,0.012222222222222221
send continuation letter,registration date publication,continuation,1,1.0,0.012222222222222221
phase concept draft decision ready,no permit needed or only notification needed,all,1,1.0,0.0002777777777777778
phase concept draft decision ready,no permit needed or only notification needed,continuation,1,1.0,0.0002777777777777778
applicant is stakeholder,dismiss under mandate,all,1,1.0,0.0016666666666666668
applicant is stakeholder,dismiss under mandate,continuation,1,1.0,0.0016666666666666668
publication date draft decision,enter date termination request received,all,1,1.0,120.0
ask stakeholders views,applicant is stakeholder,all,1,1.0,0.0016666666666666668
ask stakeholders views,applicant is stakeholder,continuation,1,1.0,0.0016666666666666668
regular procedure applies,extend procedure term,all,1,1.0,362.1333333333333
MER present in supplement,enter senddate procedure confirmation,all,1,1.0,86.9963888888889
suspension ground applicable,enter senddate decision environmental permit,all,1,1.0,224.95055555555555
enter date publication decision environmental permit,phase application received,all,1,1.0,1068.6219444444444
forward to the competent authority,enter receipt of additional data,all,1,1.0,157.96027777777778
